content,score
"tolong diperbaiki status pesanan kok tidak berubah padahal sudah melewati estemasi pengiriman, dibatalkan tidak bisa, dichat restonya nda bisa, drivernya nda nemu, kata cs nya dibatalin nda dibatal""in, -1",1
"Semakin parah, aplikasi muter2 sejam baru dapat driver, makann kan dingin akibat susah dpt driver padahal driver banyak deket resto nya",1
Aplikasi bisa auto Pilot..,1
"SUSAH LAMA MENUNGGU TERNYATA TIDAK ADA DRIVER,SERINGKALI BEGINI",1
Dulu saya suka sekarang saya tidak suka. Aplikasi jelek,1
"Pantesan gojek sekarang sepi, cara mangga ni masalah aj ribet, suman gara' lupa pin dong harus kirim ktp belum tentu di acc masih nunggu pengajuan konfirmasi, nunggu lagi ini kalo orang buru"" Kondisi darurat mau ke dokter masih nunggu, pengajuan acc dari gmail dulu, Mau pesan gojek emang iya harus nunggu berhari"" Dulu baru gojek? Mati aj udah",1
Aplikasinya kok aneh sih... Masak disconnya 60% bukannya tambah murah jadi lebih mahal...,1
"Tolong di kasih tau pihak FINDAYA dalam menangani tagihan terhadap konsumen. Mrka tdk ada etika dlm menagih. Sudah sy info akan saya bayar Berikut dendanya..akan tetapi pihak FINDAYA memaksa di suruh bayar hari ini dan suruh cari dana talangan ( BUKTI SS ADA) Buat apa ada keterangan denda keterlambatan. Saya ada niat bayar tunggu selama dua hari sy akan bayar berikut dendanya. Sampai pakai acara mau sebar data,apabila sya blokir nomor saya. Yg terdftar OJK BEGINI DALAM MENAGIH KE PELANGGAN ??!",2
"Aplikasi ribet, suka keblokir sendiri gopay..jafi was was dan merasa ga aman natuh uang di gopay..belum lagi biaya fee dll terlalu mahal",1
"apk.gojek gopay nya Alhamdulillah 👍 Mudahan saya bisa dapat diskon gocar,gofopd dan gojek 💖",5
"Diperbarui malah jadi aneh, chat ke driver malah ceklis satu mulu jd si driver ngiranya gak dibales padahal udah dibales. Gimana sih!!!!!!",1
"Sehat lu anj? Maksud kau apaan bikin akun gw devicenya dengan itensitas tinggi, aplikasi kau kek bngst, patutlah kau merger emng gak bisa bertahan, bangkrut ajalah. Lu hapus gak kebijkan intoleren kau itu, main beku bekukan aja.. bego",1
Makin ribet,1
Buat bayar belanja di Indomaret kenapa tidak bisa terus woyyyy,1
Mahaaall,1
tidak bisa masuk,2
"Gimanasih saya sudah WiFi bagus kok ga ada code😒 , aku tuh pen top up Tolong perbaiki saya sudah berulang berulang sampai saya Cape Menulis nomer saya Kok gabisa , tolong pahami Dari pihak gojek",1
Ok,3
gak bisa aktipkan gopaylater tolong di perbaiki,1
Update.e nges3lin,1
"Sebenarnya gojek itu bagus cuman, saya ganti nomor dan nomor ini sudah pernah di pakai untuk login gojek oleh pengguna sebelumnya jadi ketika saya login gmailnya masih punya akun pengguna sebelumnya saya mau hapus tapi gak enak soalnya masih ada saldo 10rb, apakah jalan satu satunya harus ganti nomor lagi?? Dan apakah ada jalan lain/solusi lain?? Menu dimana yaa?",3
parahhhhhh transfer ke bank lain aja lama bet.... kacauuuuuuuuuu.....!!!!!!!!!!!!!!!!,1
Biaya admin nya sangat mahal untuk transfer k bank sendiri,1
"Edit komen, memorinya masih cukup min. Btw gojek kenapa ya banyak driver di deket kita tapi dapet nya yg jauhh muluu",1
"Apa gunanya fitur batalkan pesanan, nungguin berjam jam gak dateng dateng ganti driver mulu apus aja tuh fitur batalkan pesanan kocak",1
"Aplikasi sering ngebug ...makin parah aja nih, Ko gak bisa di update",1
"Saya pesen goshop, sering di cancel driver, jadinya apps saya jd error, suruh tunggu 30 menit, tertulis wadidaw saya terlalu sering pencet order, bukanya seharusnya kalo dicancel otomatis cari driver lain, yg pinter dong apps nya, mosok lemot",3
Sangat mengecewakan. Blom apa² suda diblokir. Padahal masih ada sisa saldo,1
Driver tidak ad yg mau ambil orderan gara2 pakai go pay coin,1
"Setelah di-update ke versi 4.44.1 jadi gak bisa dibuka lagi, pas dibuka jadi force close sendiri",1
Aplikasi jelek dalam hal transparasi transaksi...history transaksi yg baru dilakukan tidak bisa langsung dilihat ..saya sebagai pengguna bingung melihat transaksi yg baru dilakukan berhasil atau tidak karena pas klik di aktifitas munculnya hanya informasi penggunaan utk belanja makanan ataupun kendaraan; tidak ada informasi lain seperti saya membayar langganan viu bayar pakai gopay tidak muncul gagal atau berhasil,1
"Sekarang mslh ny trf dari gopay ke bank jago ga sampe2,, harus nunggu tiga hari,,, kn uang ny mau d pakai,,, pdhal bank jgo sama gopay udah kerjasama,, tp msih aja hrus nunggu 3 hari,,,",1
"klau ada kendala dari pihak yang ber sakutan gak mau tau,gini ko karya anak bangsa",3
Tolong respon cepat gopay sandi benar tapi tertulis sandi salah,1
Saran saya untuk masuk harus nya pakai wajah seperti aplikasi sebelah.. masalahnya kalo pakai kode otp.. nomornya kadang gk Aktif lagi .!!!,1
"ini kenapa ya, saldo gopay saya kepotong padahal pemesanan gocar udah saya cancel????",1
Laporan tidak pernah di tanggapi,1
Biaya layanan 5000 gaes mantap 🤐👍,3
"Saya merasa resah dengan driver yang ngambil orderan jauh, hanya untuk mencari point pesanan. Setelah itu di batalkan secara sepihak, tolong di perbaiki untuk pelayanan nya.",1
Titik biru ada kenapa motor gojek tidak ada ...gimana mau server membaca titik saya..,1
"Gofood sangat membantu sekali, ketika sy lagi males keluar atau ada hujan saat sy lagi lapar dan pesan makanan,tp sekarang ini para driver nya pada males,hanya karena ongkosnya kecil pada gak mau ambil, padahal sy pesan makanan nya juga gak jauh,paling cuma 1km,tp gak ada yang ambil sok soan sibuk semua",1
"Bintangnya saya kurangi, soalnya masih ada unit motor gojek yg memakai knalpot bising. Saran agar ditertipkan driver yg menggunakan knalpot bising. Trimakasih",3
Tidak bisa memesan makanan di go food. Di keterangan tertulis pemakaian yang tidak biasa. Padahal cuman pesan makanan saja. Tolong segera perbaiki demi kenyamanan pelanggan,1
Pesanan gk bisa dibatalkan,3
Posisi driver JAUHHH ITU TERUS ALASAN NYA,1
"Harga ongkir dan biaya layanan terlalu mahal, lebih murah dan bagus pakai Grab",1
gojek hrs ikut andil dalam memberikan jaminan kpd gokers dg memberikan bantuan brp perbaikan dan servis mesin kendaraan sot penyediaan provider bengkel dll juga pelayanan kpd customer lbh baik sbgmana awal adanya gojek dg memberikan masker penutup kepala dll dan jg memberikan jaminan asuransi kecelakaan kpd penumpang yg sdh termasuk dlm harga bayar shng metoda bisnis yg baik selalu terjaga antara pihak gojek customer juga gojekers,1
lemot,3
"Kali ini aga kecewa sama Gofood, kepencet pesanan padahal belum masukin voucher dan mau edit pembelian belum 1 menit mau dibatalin udah ga bisa",1
Gopaylater tiba tiba tidak bisa digunakan setelah update (padahal tidak ada riwayat telat bayar),1
"Untuk pesen go food nya nyebelin bgt apk nya, selalu aja ada keterangan tdk ada internet/ wifi mati pdhl internetnya aja nyala n buat youtube an aja lancar jaya! Tlng di perbaiki, masa mau Go Food harus kluar berkali2 dr APK cm krn katanya tdk ada internet!!!",2
knp sih gojek skrng suka loading aja . error . ga kebuka pdhl sinyal ada trs paketan ada trs. udh isi gopay tp ga bsa di pake . payah bgt,2
"Csnya uselesss ga guna,,, tiap kali ada keluhajln,,, nihil solusi ,,,, mntap",1
Apa apaan.. telat bayar gopay .. udah di denda perhari... eh .. waktu pas bayar tagihan malah di blokir... dahlah ogah pake aplikasi ini.. setidaknya kasi notif kek apa kek pas telat itu klo lebih dri brapa hari kena blokir ..,1
Gopaylaternya bikin kapok make nya,1
"Ini kenapa ya kok maps di gojek ini otomatis gitu, saya mau pilih titik jemput tapi nga bisa terus dia langsung otomatis Mulu:), cuman itu aja sih overall bagus kok.",3
Katanya cs 24jam masa ga ada balasan sma sekali dri kmarin..🙈🙈🙈 transaksi QR tiba2 d batalkan trus entah saldo masuk kmana ga balik2 lagi di cek bulak balik di gopay masih Rp.0 cek di tabungan gopay Rp.0 ko makin parah ya gojek skarang,1
Cuma mau di update aj susah bgt. Sinyal bagus ram masih muat banyak. Tp gak bisa. Jelek bgt sumpahhh. Nyesel,1
Alamat GK bisa di edit.. ngacooi,1
GAGAL MULU UPGRADE KE GOPAY PLUS UDAH JELAS JELAS FOTONYA JUGA,1
Kemahalan ada biaya pesanan segala udah mahal tambah aja dimahalin,1
"Kenapa loginnya sekarang ribet😩 Ga kaya dlu, tinggal krim no verifikasi....",2
Tolong lebih cepet lagi ya drivernya huuu 😭 kan kita naik gojek biar cepet sampe ketempat tujuan,2
NUS NEW MEMBER 50%,1
"Kecewa sama cs nya , maen tutup tutup laporan seenak jidat padahal perihal duit",1
"Cari driver skg susah klo goofod, pada ngeluh ga ad bonus.dan nunggu nya lama",3
"Baru juga daftar sudah diblokir, blm juga dipake tuh akun udh menyalahi aturan gojek. ""Tanya di pusat bantuan malah itu terhitung banding"" aneh aplikasi gak jelas.",1
"aku saya logout sendiri padahal kemaren masih login, trus mau login kok malah nggak bisa, tolong beri solusi yg terbaik",1
😀,5
ini aplikasi ny knpa yaa? pas udah login malah tekeluar sendiri. ber ulang kali di download tetap aj tekeluar sendiri. apa gangguan ? tolong di perbaiki yaa,3
Saya melakukan upgrade KTP kok tidak bisa ya,3
"Biaya layanan besar, bikin males order gofood...",3
Tambah mahal biaya ongkos,1
"Sekarang masalah baru lagi , HERAANNNN saya sama driver driver Go Car ini lahhh 😡😡😡😡😡 , se senak JIDAT MEMBATALKAN ORDERAN , ya kalau gak mau ya jangan di KLIK , ini sudah di klik eee tiba tiba di batalkan , tar kalau di BALAS di BATALKAN katanya APA SALAH dan DOSA nya kok sampai TEGA MEMBATALKAN ORDERAN 😡😡😡😡 , Driver *5.0 kok kelakuan nya kek gitu , Kalau gak niat jadi DRIVER mending di RUMAH aja dehh , KESELL pulak saya di buatnya ini LLAAAAAHHHHHH😡😡",1
"Mohon gojek bagi driver yang gak mau nerima gocar hemat langsung di sanksi, hari ini saya pesan sampai 2 kali sama driver di cancel, dan 1x drivernya malah gak respon dan lokasinya menjauh agar saya yang ngeklik cancel. Padahal saya pelanggan setia aplikasi gojek, kalau begini terus bisa2 pindah aplikasi lain semua..",2
"Woilah beneran lah itu server,abis update bapuk amat UI elit Ux sulit",1
"Aku kasih bintang 3 dulu ,dari pengalaman tiap buka apk ini suka keluar dengan sendiri nya. Pernah lagi urgent apk nya ga bisa di andalkan. Kalo susah di buka ya kadang keluar terus. Huhuhu",3
susah banget dapet driver,1
"Isi gopay dri mbanking, berhasil tpi saldo ga masuk",3
Makin sini makin susah mau pesen terus dapet yang jauh mulu lagi heran perbaikin dong,1
Ada biaya2 yg bikin tambah2 jadi mahal,1
"Dulu suka bgt pake gojek sampe ga mau pake apk lain mestipun mahal, terus tiba tiba apk keluar sendiri dari bulan maret, ga bisa masuk karena nomernya untuk wa saja, ga bisa masuk, terus tbtb bulan juni ada penagihan dari gojek lewat email padahal ga ke pake sama sekali, akhirnya mutusin langsung ke kantor gojek ga ada jawaban, ke findayanya sedang di cek, tapi ga selesai selesai, pihak penagihannya ga sopan! Parah bgt , hati2 guys, saya ga bkl bayar karena saya ga pinjam!",1
"Akun saya di ban karna di duga melanggar, tanpa ada detail penjelasan jenis pelanggaran yang jelas. Balasan chat customer care bersifat robot, tidak berguna untuk memberikan keluhan. Bye gojek",1
"Tidak bisa batalkan salah satu pesanan. Padahal hanya mau batalkan minuman saja karena tidak ada gelas. Makanannya masih tetap ingin dipesan. Tp tdk bisa difasilitasi, tidak fleksibel. Masa nunggu dpt driver sampai 1 jam. Iya kalau dapat. Kalau engga, kita mesti kelaparan selama 1 jam, nggu antara dpt driver atau engga. Pesanan malah ga bisa dibatalkan. Statusnya menggantung banget. Semakin engga banget aplikasi ini.",1
Duh jngn mau deh ngutang di gojek...lah baru aja beli apa gitu sejumlah 50 rb jd 55500 di tanggal 30 lah besok nya udah kudu bayar..ngapain gw ngutang kl cuma 1 hari mending gw beli langsung aja gak pake ada bunga nya...kelewatan bngt,2
"Admin tolong ya, peta goofod nya aktivin lgi saaft driver mnju resto, biar kami tau posisi driver dkt ap jauhnya antara driver sama restonya, makasih 🙏",2
"Biar bos kevin tambah seneng...liat driver"" nya sengsara...B1",1
BUSUK APLIKASI MACET MACET .GA JADI BELI MAKANAN DISINI!!!,1
"Udah lama pake gojek,ganti hp masuk dgn nmr lama.,mlh jd gojek baru saldo jd kosong",1
anying pesen makanan semua toko sepi driver tutup aja lah anying,1
Server error mulu,1
Goclub haus sudah level juragan,1
Halo gojek saya mau menanyakan tetang akun saya karena setahu saya nomor saya belom masuk ke gojek tapi kenapa sudah terdaftar sebagai suparmin ya?,2
"Kalo mau bayar sering dibilang gaada internet padahal internet full, aneh bamget",3
Saya transfer gagal terus dapet notif anda terlalu sering melakukan verifikasi bacot,1
"Gopay later gak bisa dipakai dah 2 bulan, pembayaran selalu tetap waktu,lapor ke M.A.B bilang nya tagihan belum lunas.",1
"Sopir gocar nya sombong semua yg di Banjarmasin hanya beberapa sopir yg tidak pilih2 penumpang,,saya akan uninstall aplikasi dan pindah ke aplikasi lain,,payah kasih suspen aja para driver yg jual mahal ituuu",1
Saya gagal selalu masuk ke gopay,1
Kurang memuaskan,1
Mohon akun gojek saya supaya di kasih order knp sulit banget dapat order mksh,5
apakah ada biaya tambahan ketika telah memesan GO BOX ? saya diminta biaya tambahan untuk biaya angkat barang. apakah memang begitu ?,1
"Buat tario tunai pun susah, di persulit, harus nya di permudah ( Alfamart ) , perhatikan jugq pengguna yg masih pelajar/blm punya rekening sendiri, ini mah di persulit susah",1
"Aplikasi Gojek sekarang gofoodnya ada jebakan batman,, mau mencet pesan makanan cek itungan harga dan ongkir . Tapi malah pesan langsung ,, apesnya rating toko penjualnya jelek. Jadi dobel apes.. fix auto delete aplikasi.",1
Update terus...,3
Saya isi saldo di aplikasi sepulsa dan uang sya hilang 500k sy rating bintang 1 aja,1
"Tipnya tidak bisa di reques, beda sama Grab",2
"driver khusus daerah Jabodetabek, suka heran saya setiap kali pake aplikasi ini selalu di cancel berkali kali",1
Mahall banget pak ongkir nýa,3
Mau upgrade ke GoPay Plus kok ga bisa ya? Di tahap ambil gambar KTP cuma muter2 doang dan endingnya gabisa ngambil gambar padahal perizinan kamera udah aktif.,2
Entut burut. Minta apdet trs plik,1
Kenapa diblokir tiba2 gara2 temen tf ke akun gopay lgsg kena blokir... Gimana sih.. mana pasti susah buat ngembaliin uangnya dr gopay terblokir.. males ah... Mending pindah ke apk sebelah,1
"Kenapa sih gopayletter di kenakan bunganya nyampe 20 ribu , sangat mahal sekali yg lain juga ga kaya ginu ngambil untungnya, terus buat pembayaran di tokped juga harus pake goayletter yg memberatkan saya , karna secara tidaj langsung memaksa harus pake gopayletter yg bunganya sangat mahal",1
Dipaksa update ternyata kesulitan padahal perlu cepat,1
Jgn main Tarik tarik saldo dong..verifikasi LDA maksudnya apa gede banget 31.900 di tarik dr saldo,1
Ini tidak bagus,1
Jemputan selalu lama cari driver kalo pagi lama udah tau buru buru juga,1
Banyak promo dan cashback,5
Sya kirim saldo dari gopay ke dana kenapa ga menunggu terus,1
"Tolong server anda di perbaiki lagi, gmn sih? Dikit dikit server terganggu mulu",1
kenapa sekarang jadi mahalyah biasanya 14 ribi tiba tiba 21-25 mahal bangett padahal mah dekettt ko😪,3
Pesan ayam gulai kok di ksh ayam goreng. Saya ga suka ayam goreng. Dak jelas!!!,1
Mending versi sebelumnya karna di versi sering ngelaag dan pesen goride juga lama dan sekali dapat goride juga posisi. Goridenya jauh banget,3
voucher tidak bisa di gabung parah abis.ini aplikasi siap2 aja semua uninstal,1
"Ngisi gopay gak masuk, udah kepotong saldo mbanking. Mesen makan gak ada drivernya. The best",1
"Tarif mahal kedrever terimanya tdk seberapa,apalagi di double order,misal custamer potongan onkir 18 rb kedrever cm 3200,g punya otak CEO( catherin",1
"Saldo pelanggan dan driver dengan no yg sama tidak singkron, tiba"" Dah mau hangus aja saldo gopay pelangganku. Ribet!!",1
Enggk pernah di kasih promo padahal udh setia make gojek dari kecil,1
"Muter trus ,g tau knp",2
"Aplikasi tolol lemot gak jelas bangke, muter youtube lancar, buka Aplikasi tolol ini buffering terus Banyakin biaya tambahan terus sistem makin ditololin ya",1
Kenapa ga bisa masuk?,3
"Kenapa skrg ga ada voucher diskon gofood lagi kaya dulu? Harga resto sudah naik berlipat-lipat dari harga asli, eh ongkir mahal, ada lagi biaya aplikasi, rugi berlipat-lipat dong pembeli",1
Kalau pesen makanan lebih dari 40 menit sediakan tombol cancel. Kami pembeli bukan pengemis. Aplikasi nggak berguna,1
Driver tidak ada yg mau ngambil gofood pas hujan dan untuk dapet Driver susahnya minta ampun hampir setengah jam pesen belum juga diambil di resto,2
"jangan pernah beli pulsa di go pulsa gojek prosesnya lama banget , org mah lgi butuh pada saat itu makannya beli ini proses laam ,dan akhirnya beli di shopee dan proses cepat, mau refund tapi ga bisa , ga jelas gojek semakin kesini pelayanannya",1
Vocernya eror,3
Ka masa saya kirim ke temen saya 30k tapi di temen saya kok gak masuk siii gimana nih rugi dong 30k berarti gimana min,1
"Pesen go car eh jarak driver terlalu jauh dari titik jemput. Pas bawa anak kecil juga,behhh ga lagi lagi",2
"cuma minus di bagian cari driver nya aja, kalo ga dapet"" mending ada system batal deh sekalipun udah di terima sama pihak restaurant. bukan nya apa, setiap minta bantuan lapor gitu bilang nya udah dapet driver, padahal ga ada sama sekali driver yang ambil orderan saya.",2
Aplikasi mengecewakan. Tidak ada konfirmasi pesanan dan tidak bisa membatalkan pesanan.,1
promo makin peli makin hari,1
"Kenapa skrng gojek saya tidak bisa login , dan tidak bisa di buka seperti biasa",1
Gagal terus saat upgrade saldo nyangkut 200 ribu Mohon di perbaiki lagi,1
"Pesen makan di gofood, byk bgt biaya tambahannya.",3
Go food nya skrg ada biaya ini itu.. harga makanan sama ongkir hampir setara padahal deket hahah,1
Kenapa gak bisa isi saldo Rita.. (aplikasi TRI) saldo saya sudah tertahan d gopay.. mohon perbaikannya,2
Kenapa dengan gopay? Sata tf gopay ke bank. Status berhasil namun transaksi ke bank belom masuk. Cs di chat malah slow respon,1
"Kenapa masih pakai verifikasi wajah untuk login? Itu hanya mempersulit pengguna saja. Tidak ada kesalahan, tapi tetap kesalahan (tidak terverifikasi). Lebih baik dihapus saja verifikasi wajah ini.",1
